unit_number,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_20,sensor_measurement_21
55.0,83.0,0.62068963,0.25,0.0,0.35542297,0.48812103,0.52464485,0.56843567,0.2578125,0.18809891,0.38690567,0.5309143,0.32373047,0.21865082,0.45594788,0.33333206,0.5426369,0.5879593
55.0,84.0,0.5,0.5833333,0.0,0.503006,0.3930664,0.3857174,0.5314026,0.24267578,0.115493774,0.4642868,0.5309143,0.32373047,0.21209717,0.44940567,0.41666412,0.62015533,0.56531525
55.0,85.0,0.43103448,0.16666669,0.0,0.33433533,0.41443253,0.4285946,0.70209503,0.3635254,0.1750412,0.36309624,0.73986816,0.27978516,0.16358948,0.402462,0.16666412,0.5503864,0.46395874
55.0,86.0,0.50574714,0.75,0.0,0.43373108,0.45606995,0.35330772,0.49597168,0.3334961,0.17315674,0.3392849,0.58208466,0.27978516,0.17886353,0.48711014,0.58333206,0.6279087,0.49626923
55.0,87.0,0.38505745,0.16666669,0.0,0.3463745,0.28776932,0.39905357,0.5314026,0.2578125,0.1616211,0.4107151,0.57569885,0.2944336,0.18887329,0.32127762,0.58333206,0.6744175,0.6575508
55.0,88.0,0.31034482,0.8333333,0.0,0.36746216,0.39808273,0.39837837,0.67150116,0.31835938,0.17109299,0.4107151,0.62259674,0.35327148,0.19640732,0.37014008,0.25,0.45736504,0.48301315
55.0,89.0,0.52873564,0.8333333,0.0,0.3915558,0.2910385,0.4108696,0.59741974,0.24267578,0.16575241,0.375,0.6012802,0.30908203,0.19687271,0.4574852,0.25,0.66666794,0.5676613
55.0,90.0,0.5114943,0.25,0.0,0.4578247,0.4972763,0.4272461,0.5426636,0.3786621,0.22556305,0.31547737,0.53518677,0.27978516,0.20394135,0.45363617,0.33333206,0.49612427,0.63904953
55.0,91.0,0.6034483,0.75,0.0,0.3915558,0.36668777,0.35634613,0.520134,0.27294922,0.15112305,0.20833397,0.60767365,0.2355957,0.19155884,0.3178177,0.33333206,0.56589127,0.5074539
55.0,92.0,0.59770113,0.5833333,0.0,0.34939575,0.5447998,0.44564438,0.49114227,0.31835938,0.15184402,0.33333397,0.6865616,0.30908203,0.17684937,0.32435608,0.33333206,0.6279087,0.5690384
55.0,93.0,0.64942527,0.5,0.0,0.44577026,0.3440132,0.43551636,0.6553879,0.31835938,0.16615295,0.34523964,0.7292099,0.2944336,0.20817184,0.46672058,0.5,0.6744175,0.49792862
55.0,94.0,0.5,0.5,0.0,0.1897583,0.35731506,0.39973068,0.60546875,0.24267578,0.17194366,0.3571434,0.58849335,0.2944336,0.22190094,0.34436417,0.33333206,0.42635727,0.5443268
55.0,95.0,0.55172414,0.75,0.0,0.44276428,0.5360794,0.46927834,0.62963104,0.3334961,0.17136002,0.3035717,0.59487915,0.35327148,0.1975441,0.4028473,0.5,0.52713203,0.7138901
55.0,96.0,0.29885057,0.6666666,0.0,0.5783081,0.44408035,0.407156,0.5764847,0.3334961,0.19343567,0.29166794,0.624733,0.2944336,0.21281815,0.4486351,0.41666412,0.7209301,0.541008
55.0,97.0,0.62068963,0.25,0.0,0.4788971,0.43165588,0.4309578,0.624794,0.22753906,0.21412277,0.40476227,0.633255,0.32373047,0.20322037,0.38822937,0.5,0.5426369,0.634079
55.0,98.0,0.3045977,0.75,0.0,0.26203918,0.472641,0.49527168,0.56521606,0.30322266,0.19455719,0.45238304,0.6417923,0.2944336,0.21214676,0.40323257,0.5,0.5116291,0.5285835
55.0,99.0,0.4137931,0.5833333,0.0,0.41264343,0.48005295,0.42251778,0.624794,0.28808594,0.17163086,0.36309624,0.60341644,0.32373047,0.2238121,0.4728737,0.33333206,0.45736504,0.55592346
55.0,100.0,0.16091952,0.08333331,0.0,0.29518127,0.55875397,0.5312271,0.5716629,0.3635254,0.17938995,0.2678566,0.57782745,0.32373047,0.19465256,0.32935715,0.41666412,0.5426369,0.5611687
55.0,101.0,0.545977,0.33333334,0.0,0.4487915,0.2925644,0.51063347,0.68116,0.30322266,0.18194962,0.39881134,0.5266495,0.27978516,0.23939514,0.48941803,0.5,0.5813961,0.6871033
55.0,102.0,0.5689655,0.5833333,0.0,0.42468262,0.2319603,0.27430725,0.5813217,0.31835938,0.17109299,0.34523964,0.5437088,0.30908203,0.2152443,0.25279236,0.33333206,0.43411064,0.5151901
55.0,103.0,0.61494255,0.5,0.0,0.44276428,0.28842545,0.33153152,0.6119156,0.19726562,0.16767883,0.35119057,0.6140747,0.2944336,0.21364212,0.45286942,0.41666412,0.5503864,0.68613434
55.0,104.0,0.43678162,0.8333333,0.0,0.38252258,0.36036682,0.3880806,0.5040207,0.2578125,0.1723938,0.35119057,0.52025604,0.2944336,0.18572617,0.39707565,0.58333206,0.6744175,0.6064644
55.0,105.0,0.51724136,0.33333334,0.0,0.40361023,0.34314346,0.3350773,0.5008087,0.22753906,0.18311691,0.4464283,0.6268692,0.33862305,0.20115662,0.3062706,0.5,0.6511631,0.5781555
55.0,106.0,0.63793105,0.4166667,0.0,0.61746216,0.46479034,0.5116482,0.49436188,0.22753906,0.19783401,0.45833397,0.6737671,0.35327148,0.20972061,0.35744476,0.41666412,0.42635727,0.49641037
55.0,107.0,0.7873563,0.16666669,0.0,0.24397278,0.3372574,0.44462967,0.608696,0.22753906,0.18535995,0.3928566,0.64818573,0.2944336,0.23330688,0.52828217,0.33333206,0.6976757,0.599144
55.0,108.0,0.54022986,0.16666669,0.0,0.4066162,0.36254883,0.5251503,0.68437195,0.24267578,0.18652725,0.34523964,0.58208466,0.41186523,0.23392487,0.51327133,0.5,0.45736504,0.4750061
55.0,109.0,0.5862069,0.4166667,0.0,0.3373413,0.30368423,0.45189095,0.5845337,0.2578125,0.18948746,0.38095474,0.57782745,0.30908203,0.22896957,0.49480438,0.41666412,0.5348854,0.6924896
55.0,110.0,0.54022986,0.75,0.0,0.4578247,0.4671898,0.51029587,0.47342682,0.3635254,0.20160294,0.285717,0.6460495,0.39697266,0.2016182,0.49326706,0.41666412,0.5581417,0.6096382
55.0,111.0,0.29310346,0.25,0.0,0.48794556,0.43841553,0.37491417,0.51529694,0.31835938,0.19603729,0.43452644,0.6098099,0.2944336,0.21333313,0.42516327,0.25,0.57364464,0.66625214
55.0,112.0,0.6781609,0.9166667,0.0,0.49998474,0.306736,0.49527168,0.59580994,0.3334961,0.17889786,0.35119057,0.6631088,0.26489258,0.23371887,0.32935715,0.41666412,0.45736504,0.48135757
55.0,113.0,0.3908046,0.25,0.0,0.34335327,0.41028976,0.42505074,0.6602249,0.27294922,0.18656921,0.5178585,0.65245056,0.2944336,0.2320137,0.5159683,0.41666412,0.43411064,0.6125374
55.0,114.0,0.49425286,0.5833333,0.0,0.4668579,0.32243347,0.34942436,0.56682587,0.30322266,0.21075821,0.36904907,0.5714264,0.2944336,0.22907257,0.47402954,0.5,0.6589165,0.56489944
55.0,115.0,0.5574713,0.33333334,0.0,0.400589,0.42729568,0.43787766,0.5555496,0.30322266,0.21111679,0.3392849,0.62259674,0.22094727,0.25239944,0.31011963,0.5,0.62015533,0.66763306
55.0,116.0,0.4137931,0.9166667,0.0,0.40361023,0.46370316,0.5589123,0.6231842,0.27294922,0.20460892,0.3392849,0.488266,0.25024414,0.24904633,0.39015198,0.41666412,0.5581417,0.598732
55.0,117.0,0.4770115,0.8333333,0.0,0.5813141,0.28515244,0.46725273,0.6956482,0.3635254,0.20801926,0.32738304,0.63752747,0.32373047,0.23598862,0.51558304,0.33333206,0.57364464,0.60245514
55.0,118.0,0.38505745,0.5833333,0.0,0.51504517,0.22629166,0.457798,0.64411926,0.34838867,0.21717453,0.39881134,0.57995605,0.30908203,0.24599838,0.36013794,0.41666412,0.57364464,0.5227852
55.0,119.0,0.5114943,0.75,0.0,0.4186554,0.33943558,0.44328117,0.52495575,0.27294922,0.21066666,0.4107151,0.6439285,0.27978516,0.22587585,0.3285904,0.41666412,0.4883728,0.56448364
55.0,120.0,0.70689654,0.5,0.0,0.36444092,0.3640709,0.35448837,0.520134,0.24267578,0.18509293,0.34523964,0.4157791,0.35327148,0.22990036,0.46595,0.41666412,0.59689903,0.56931686
55.0,121.0,0.6091954,0.16666669,0.0,0.42167664,0.55439377,0.44834518,0.47503662,0.27294922,0.20012283,0.40476227,0.44350433,0.26489258,0.21787643,0.3893814,0.41666412,0.49612427,0.62800217
55.0,122.0,0.6436782,0.8333333,0.0,0.3313141,0.40811157,0.47079659,0.5764847,0.3334961,0.22511673,0.375,0.58849335,0.27978516,0.24367905,0.35282898,0.5,0.44961357,0.50593567
55.0,123.0,0.62068963,0.4166667,0.0,0.5060272,0.3520813,0.3036785,0.64894867,0.27294922,0.21170044,0.29166794,0.5245285,0.33862305,0.24311066,0.5467491,0.41666412,0.5813961,0.58961487
55.0,124.0,0.51724136,0.6666666,0.0,0.34939575,0.403965,0.38419914,0.6537781,0.31835938,0.21533203,0.38095474,0.656723,0.35327148,0.2548256,0.5540581,0.41666412,0.5116291,0.50455475
55.0,125.0,0.4137931,0.4166667,0.0,0.40963745,0.35666275,0.48565102,0.4653778,0.3635254,0.2094574,0.38095474,0.6417923,0.35327148,0.2761879,0.38630295,0.5,0.6744175,0.7406769
55.0,126.0,0.55172414,0.75,0.0,0.41566467,0.3941574,0.42606163,0.689209,0.27294922,0.24804306,0.51190567,0.7014923,0.2944336,0.2541542,0.41708374,0.41666412,0.45736504,0.5668335
55.0,127.0,0.7643678,0.8333333,0.0,0.32528687,0.38609314,0.5737667,0.5764847,0.30322266,0.21833801,0.40476227,0.43070984,0.26489258,0.25952148,0.511734,0.41666412,0.52713203,0.5434952
55.0,128.0,0.31034482,0.8333333,0.0,0.29216003,0.39655685,0.44091797,0.68116,0.27294922,0.26096725,0.24404716,0.5991516,0.30908203,0.26261902,0.48864746,0.41666412,0.50387764,0.65893555
55.0,129.0,0.6551724,0.16666669,0.0,0.49998474,0.48375702,0.5575619,0.616745,0.2578125,0.2388916,0.41666794,0.63752747,0.33862305,0.2588997,0.37091064,0.5,0.45736504,0.44960022
55.0,130.0,0.52873564,0.5833333,0.0,0.54216003,0.30717087,0.57528496,0.528183,0.28808594,0.22646332,0.49404907,0.65245056,0.2944336,0.26122284,0.5059624,0.41666412,0.42635727,0.4413147
55.0,131.0,0.5689655,0.9166667,0.0,0.29518127,0.57401276,0.41374016,0.71175385,0.2578125,0.25611877,0.54166603,0.65885925,0.2944336,0.29667664,0.39476776,0.5,0.5891495,0.45277405
55.0,132.0,0.5114943,0.25,0.0,0.38252258,0.37802505,0.5332527,0.56843567,0.27294922,0.24822235,0.45238304,0.5159912,0.32373047,0.27319717,0.46094894,0.5,0.48061943,0.6427765
55.0,133.0,0.39655173,0.6666666,0.0,0.5331116,0.42816925,0.47028923,0.55877686,0.3334961,0.23301315,0.4285717,0.5095978,0.33862305,0.26235962,0.5298195,0.41666412,0.4418602,0.60453033
55.0,134.0,0.4770115,0.33333334,0.0,0.24397278,0.516243,0.55317307,0.5845337,0.22753906,0.23041153,0.3035717,0.67803955,0.2944336,0.30792618,0.6564064,0.41666412,0.43411064,0.47555923
55.0,135.0,0.5632184,0.5,0.0,0.62950134,0.36996078,0.46522713,0.52334595,0.2578125,0.27550507,0.40476227,0.5692978,0.20605469,0.32335663,0.4328575,0.5,0.64341164,0.49378586
55.0,136.0,0.43103448,0.25,0.0,0.3012085,0.38565445,0.48683167,0.53461456,0.31835938,0.2550888,0.5535717,0.5159912,0.27978516,0.2761879,0.5840721,0.41666412,0.5426369,0.5345192
55.0,137.0,0.48850575,0.9166667,0.0,0.24699402,0.53738785,0.37609673,0.47021484,0.28808594,0.30682755,0.31547737,0.5159912,0.27978516,0.3112793,0.4178543,0.58333206,0.5503864,0.6517525
55.0,138.0,0.5689655,0.75,0.0,0.48794556,0.55700684,0.47839165,0.5539398,0.30322266,0.2701683,0.375,0.5692978,0.32373047,0.32970428,0.48749542,0.41666412,0.38759804,0.5858879
55.0,139.0,0.44827586,0.9166667,0.0,0.41566467,0.46435547,0.4979744,0.60385895,0.27294922,0.28443527,0.43452644,0.513855,0.2944336,0.33037567,0.33551407,0.5,0.6046505,0.59734726
55.0,140.0,0.6896552,0.5833333,0.0,0.4608307,0.4033165,0.5030384,0.48308563,0.27294922,0.28008652,0.42262077,0.60341644,0.27978516,0.30746078,0.5405922,0.41666412,0.40310097,0.37765694
55.0,141.0,0.5632184,0.5833333,0.0,0.3885498,0.49880219,0.4822731,0.5426636,0.22753906,0.29098892,0.40476227,0.5991516,0.27978516,0.27995682,0.44478607,0.41666412,0.43411064,0.5458412
55.0,142.0,0.5229885,0.5,0.0,0.3463745,0.3723564,0.41576576,0.5008087,0.19726562,0.27137756,0.44047737,0.58849335,0.2944336,0.33522415,0.6060028,0.33333206,0.52713203,0.65161514
55.0,143.0,0.40229887,0.9166667,0.0,0.44577026,0.41661453,0.65968704,0.52656555,0.28808594,0.3184471,0.51190567,0.5842209,0.36767578,0.31943512,0.44517136,0.41666412,0.41085243,0.630352
55.0,144.0,0.3045977,0.16666669,0.0,0.37651062,0.4645729,0.44395638,0.51690674,0.22753906,0.30857468,0.3928566,0.6759033,0.27978516,0.33687592,0.4705658,0.5,0.4186058,0.56586456
55.0,145.0,0.454023,0.75,0.0,0.62649536,0.39873505,0.47011948,0.5716629,0.3635254,0.28501892,0.38095474,0.5010605,0.30908203,0.30307388,0.51828,0.41666412,0.52713203,0.29536247
55.0,146.0,0.57471263,0.5833333,0.0,0.48191833,0.48397827,0.5523281,0.44444275,0.24267578,0.3065567,0.45238304,0.47547913,0.30908203,0.32382202,0.5555992,0.41666412,0.41085243,0.46754837
55.0,147.0,0.5,0.9166667,0.0,0.55119324,0.47634506,0.50725937,0.5539398,0.3334961,0.29569626,0.38095474,0.55010986,0.33862305,0.33280182,0.29896164,0.5,0.64341164,0.46920776
55.0,148.0,0.50574714,0.4166667,0.0,0.650589,0.5153694,0.5131664,0.5297928,0.24267578,0.30691528,0.49404907,0.6012802,0.22094727,0.33553314,0.6429367,0.58333206,0.59689903,0.47003555
55.0,149.0,0.5574713,0.25,0.0,0.5120392,0.45345306,0.61816216,0.59259796,0.31835938,0.33971786,0.45833397,0.5181198,0.2944336,0.33501816,0.5236664,0.33333206,0.49612427,0.54418564
55.0,150.0,0.5114943,0.33333334,0.0,0.5541992,0.5354271,0.5727558,0.5410614,0.24267578,0.3218155,0.39881134,0.58208466,0.27978516,0.32727814,0.40169525,0.5,0.49612427,0.53686905
55.0,151.0,0.50574714,0.5,0.0,0.40963745,0.52147293,0.52025414,0.616745,0.2578125,0.30134964,0.4642868,0.6417923,0.2944336,0.34074783,0.5475197,0.58333206,0.6046505,0.25821495
55.0,152.0,0.44252872,0.4166667,0.0,0.5240936,0.3908882,0.48007965,0.5829239,0.28808594,0.3310547,0.45238304,0.53944397,0.27978516,0.37444687,0.49057388,0.6666641,0.37984657,0.6056328
55.0,153.0,0.55172414,0.5833333,0.0,0.3915558,0.5114441,0.5813618,0.56521606,0.2578125,0.3222618,0.52380943,0.36460876,0.26489258,0.3462677,0.43632126,0.5,0.43411064,0.31717682
55.0,154.0,0.37931034,0.5,0.0,0.40361023,0.52212906,0.53831863,0.5217438,0.16674805,0.33742905,0.49404907,0.53305054,0.2944336,0.3807907,0.56329346,0.41666412,0.6046505,0.4723816
55.0,155.0,0.5,0.4166667,0.0,0.61746216,0.5452385,0.4812622,0.59902954,0.3334961,0.3808174,0.45833397,0.46482086,0.25024414,0.3771782,0.54790497,0.41666412,0.4418602,0.6035614
55.0,156.0,0.48850575,0.16666669,0.0,0.5963745,0.49465942,0.56346893,0.49274445,0.28808594,0.35511017,0.49404907,0.4285736,0.2944336,0.37986374,0.5094261,0.58333206,0.42635727,0.4288864
55.0,157.0,0.41954023,0.16666669,0.0,0.5662689,0.49029922,0.56684494,0.36875916,0.28808594,0.3601799,0.49404907,0.42643738,0.2355957,0.41717148,0.60946655,0.5,0.5581417,0.38538933
55.0,158.0,0.5344828,0.5833333,0.0,0.6927643,0.2914772,0.55351067,0.55072784,0.15161133,0.3954506,0.42262077,0.6012802,0.2944336,0.4290924,0.6502533,0.58333206,0.5426369,0.45995712
55.0,159.0,0.44252872,0.9166667,0.0,0.40963745,0.6228485,0.5523281,0.5426636,0.3334961,0.36592484,0.34523964,0.48401642,0.2944336,0.41991043,0.5509796,0.58333206,0.3720932,0.59596634
55.0,160.0,0.46551725,0.5833333,0.0,0.68673706,0.44342804,0.54776955,0.600647,0.28808594,0.3659668,0.5892868,0.5010605,0.2944336,0.39818573,0.48249435,0.41666412,0.40310097,0.3732376
55.0,161.0,0.7298851,0.75,0.0,0.43974304,0.37802505,0.5123215,0.5217438,0.27294922,0.37866592,0.55952454,0.57569885,0.33862305,0.43131256,0.47364426,0.5,0.45736504,0.26594734
55.0,162.0,0.5,0.16666669,0.0,0.5963745,0.47612762,0.5163727,0.45249176,0.2578125,0.39733124,0.5,0.49467468,0.35327148,0.43157196,0.5802231,0.41666412,0.4418602,0.44462967
55.0,163.0,0.4770115,0.9166667,0.0,0.33433533,0.5456734,0.4098587,0.40418243,0.31835938,0.39867783,0.4642868,0.5522461,0.27978516,0.438591,0.6390915,0.58333206,0.3023262,0.35956955
55.0,164.0,0.5574713,0.4166667,0.0,0.4668579,0.5386963,0.46758842,0.47021484,0.27294922,0.4076538,0.52380943,0.39233398,0.19140625,0.4516449,0.59445953,0.5,0.43411064,0.30254173
55.0,165.0,0.5574713,0.9166667,0.0,0.7017975,0.48550415,0.6380825,0.5378418,0.30322266,0.43085098,0.50595284,0.45202637,0.2944336,0.42863083,0.51789474,0.5,0.34108734,0.43302917
55.0,166.0,0.37356323,0.6666666,0.0,0.63552856,0.4820137,0.6001015,0.49436188,0.27294922,0.4402275,0.59523773,0.41151428,0.30908203,0.4608841,0.5794525,0.6666641,0.3255825,0.409832
55.0,167.0,0.28735632,0.6666666,0.0,0.61143494,0.37257385,0.6001015,0.51690674,0.27294922,0.45817566,0.4464283,0.5159912,0.27978516,0.49726486,0.5275116,0.58333206,0.3720932,0.50276184
55.0,168.0,0.51724136,0.75,0.0,0.48794556,0.5147171,0.5126591,0.5475006,0.30322266,0.4538269,0.5476208,0.3859253,0.26489258,0.46831512,0.45248413,0.5,0.40310097,0.27216148
55.0,169.0,0.5229885,0.8333333,0.0,0.61746216,0.5857887,0.6071892,0.5700455,0.30322266,0.45907593,0.50595284,0.5565033,0.26489258,0.48529434,0.60484695,0.5,0.34108734,0.4732132
55.0,170.0,0.454023,0.6666666,0.0,0.6626282,0.5354271,0.6662712,0.5394516,0.21240234,0.45952225,0.5714302,0.49467468,0.30908203,0.48988724,0.5971527,0.5,0.38759804,0.46658325
55.0,171.0,0.37931034,0.6666666,0.0,0.34335327,0.4813614,0.53663063,0.39774323,0.2578125,0.46630096,0.5,0.48401642,0.27978516,0.5032501,0.5952301,0.58333206,0.27132034,0.31469345
55.0,172.0,0.57471263,0.8333333,0.0,0.5963745,0.66775894,0.63858795,0.44444275,0.28808594,0.47971344,0.52380943,0.4541626,0.33862305,0.5402527,0.6406288,0.58333206,0.41085243,0.5909958
55.0,173.0,0.49425286,0.08333331,0.0,0.61143494,0.7514725,0.61343575,0.39613342,0.3786621,0.51480484,0.43452644,0.488266,0.36767578,0.53276825,0.65987015,0.58333206,0.26356697,0.36122513
55.0,174.0,0.63793105,0.4166667,0.0,0.7078247,0.5125351,0.5818691,0.43639374,0.3334961,0.5299263,0.47023773,0.4861374,0.33862305,0.55041504,0.54559326,0.58333206,0.38759804,0.2589054
55.0,175.0,0.6321839,0.5833333,0.0,0.7138519,0.44342804,0.47805405,0.41867828,0.2578125,0.52853394,0.5833359,0.5287781,0.30908203,0.5428314,0.54790497,0.58333206,0.43411064,0.27934265
55.0,176.0,0.6091954,0.33333334,0.0,0.55119324,0.5905838,0.61276245,0.48953247,0.28808594,0.5249443,0.59523773,0.4541626,0.30908203,0.56347275,0.7395172,0.58333206,0.3953514,0.45222473
55.0,177.0,0.5,0.25,0.0,0.5602417,0.6636162,0.66677856,0.47342682,0.28808594,0.5558624,0.72619057,0.57569885,0.30908203,0.569046,0.5144272,0.75,0.36434174,0.3541832
55.0,178.0,0.61494255,0.16666669,0.0,0.59336853,0.5530853,0.74712944,0.40418243,0.31835938,0.54917526,0.54166603,0.5927429,0.35327148,0.58623123,0.6898804,0.58333206,0.44961357,0.2834854
55.0,179.0,0.33908045,0.16666669,0.0,0.7439728,0.7342491,0.69952583,0.38163757,0.34838867,0.58229065,0.64880943,0.47122192,0.39697266,0.61621094,0.62293243,0.5,0.4186058,0.30599403
55.0,180.0,0.28735632,0.9166667,0.0,0.55119324,0.67865753,0.753376,0.34944153,0.27294922,0.604908,0.7142868,0.32196808,0.36767578,0.58922577,0.61793137,0.75,0.3023262,0.25034523
55.0,181.0,0.6034483,0.16666669,0.0,0.7017975,0.75735855,0.6775818,0.3864746,0.34838867,0.6111412,0.68452454,0.34968567,0.35327148,0.6189499,0.7195091,0.75,0.31007957,0.20022011
55.0,182.0,0.5574713,0.4166667,0.0,0.72288513,0.7089615,0.7429104,0.36714935,0.2578125,0.5981331,0.72619057,0.46482086,0.33862305,0.5653343,0.68333817,0.6666641,0.36434174,0.5225067
55.0,183.0,0.46551725,0.16666669,0.0,0.6566162,0.69631577,0.6747112,0.41545868,0.34838867,0.6386032,0.7142868,0.3837967,0.33862305,0.6539879,0.6298561,0.75,0.2093029,0.3434143
55.0,184.0,0.28735632,0.6666666,0.0,0.6234894,0.5049057,0.81583214,0.36231232,0.3334961,0.6736946,0.6964302,0.42430878,0.42651367,0.66487885,0.7071953,0.6666641,0.35658836,0.23694992
55.0,185.0,0.29310346,0.75,0.0,0.650589,0.56093216,0.7785263,0.5040207,0.34838867,0.6395912,0.6428585,0.4605484,0.32373047,0.67365265,0.7876129,0.75,0.3255825,0.3149662
55.0,186.0,0.5862069,0.16666669,0.0,0.7680664,0.5759735,0.66036415,0.25281525,0.3786621,0.6494179,0.7321453,0.40512085,0.38232422,0.6939316,0.87957,0.6666641,0.28682137,0.24316406
55.0,187.0,0.591954,0.75,0.0,0.795166,0.59952164,0.7633343,0.3526535,0.30322266,0.7067642,0.64880943,0.38806152,0.36767578,0.7138481,0.6294708,0.75,0.40310097,0.19939423
55.0,188.0,0.454023,0.4166667,0.0,0.71687317,0.6708107,0.66238976,0.536232,0.3334961,0.679348,0.8690491,0.37313843,0.5148926,0.7189064,0.6163902,0.6666641,0.29457474,0.19290161
55.0,189.0,0.3678161,0.4166667,0.0,0.73191833,0.79114914,0.87187576,0.40579224,0.3635254,0.72143555,0.75595284,0.36034393,0.39697266,0.7315521,0.70988846,0.75,0.34108734,0.34051323
55.0,190.0,0.46551725,0.16666669,0.0,0.74697876,0.73947906,0.9427738,0.3075714,0.4243164,0.74710464,0.82738304,0.33262634,0.4560547,0.7622566,0.856102,0.83333206,0.27132034,0.17854309
55.0,191.0,0.5632184,0.5,0.0,0.66867065,0.6958809,0.7567501,0.44766235,0.34838867,0.7465668,0.5654774,0.3432846,0.33862305,0.7632866,0.8164673,0.6666641,0.28682137,0.39464188
55.0,192.0,0.54022986,0.5,0.0,0.71687317,0.63396454,0.7574272,0.14976501,0.4091797,0.77734756,0.8035717,0.30703735,0.38232422,0.80534744,0.7264328,0.58333206,0.2790699,0.16362762
55.0,193.0,0.6896552,0.5,0.0,0.84336853,0.7429695,0.86613846,0.31401062,0.3635254,0.81225586,0.79761887,0.35607147,0.41186523,0.81349945,0.79299927,0.75,0.27132034,0.3675785
56.0,1.0,0.44827586,0.08333331,0.0,0.40963745,0.44735336,0.40023422,0.56199646,0.3334961,0.15291595,0.31547737,0.69083405,0.32373047,0.17499161,0.4597931,0.25,0.47286987,0.58436966
56.0,2.0,0.5689655,0.16666669,0.0,0.46385193,0.3357315,0.5602608,0.45571136,0.30322266,0.16767883,0.5178585,0.5309143,0.36767578,0.19083405,0.44747925,0.58333206,0.5193825,0.4762497
56.0,3.0,0.5689655,0.16666669,0.0,0.37950134,0.3034668,0.48210716,0.49114227,0.3334961,0.16270065,0.3392849,0.4541626,0.2944336,0.1711731,0.4663353,0.5,0.52713203,0.60728836
56.0,4.0,0.64942527,0.9166667,0.0,0.39457703,0.3618927,0.36208534,0.5909805,0.34838867,0.14888,0.375,0.6417923,0.35327148,0.19052505,0.42631912,0.5,0.5813961,0.5388031
56.0,5.0,0.69540226,0.33333334,0.0,0.3915558,0.36538315,0.48818398,0.60385895,0.34838867,0.10575867,0.38095474,0.71855164,0.4411621,0.16817856,0.44709396,0.5,0.50387764,0.5885124
56.0,6.0,0.63793105,0.4166667,0.0,0.5632477,0.4820137,0.32427216,0.5797119,0.19726562,0.11056137,0.48809433,0.5692978,0.41186523,0.17303085,0.6060028,0.5,0.66666794,0.642086
56.0,7.0,0.5574713,0.33333334,0.0,0.39457703,0.3956833,0.44952583,0.5426636,0.3334961,0.14564896,0.5476208,0.488266,0.36767578,0.16616821,0.43593597,0.41666412,0.5348854,0.50069046
56.0,8.0,0.31034482,0.5833333,0.0,0.4578247,0.30630112,0.39888573,0.42995453,0.3334961,0.12433624,0.4642868,0.4562912,0.32373047,0.14635086,0.45402145,0.5,0.5581417,0.36578178
56.0,9.0,0.6551724,0.25,0.0,0.5602417,0.32613754,0.46387482,0.45571136,0.28808594,0.14870071,0.48809433,0.5223923,0.33862305,0.15801239,0.5071182,0.33333206,0.50387764,0.5497093
56.0,10.0,0.3218391,0.4166667,0.0,0.4066162,0.45018387,0.45762825,0.4685974,0.30322266,0.16682816,0.40476227,0.5415726,0.35327148,0.15285492,0.30049896,0.5,0.63565826,0.49171448
56.0,11.0,0.39655173,0.5833333,0.0,0.53915405,0.44342804,0.46623802,0.5475006,0.3334961,0.18297958,0.45833397,0.6695175,0.26489258,0.16921234,0.32435608,0.41666412,0.59689903,0.5516434
56.0,12.0,0.43678162,0.4166667,0.0,0.45181274,0.39916992,0.4169464,0.52334595,0.27294922,0.12415695,0.44047737,0.60767365,0.38232422,0.17731476,0.45479202,0.5,0.49612427,0.519886
56.0,13.0,0.36206895,0.75,0.0,0.54216003,0.4900818,0.3468933,0.6103058,0.34838867,0.14618683,0.41666794,0.5287781,0.30908203,0.16719818,0.4178543,0.41666412,0.5193825,0.65769196
56.0,14.0,0.6666666,0.6666666,0.0,0.2710724,0.3930664,0.42673874,0.51529694,0.30322266,0.12545776,0.43452644,0.56290436,0.25024414,0.16379547,0.38630295,0.41666412,0.4883728,0.48784637
56.0,15.0,0.50574714,0.5,0.0,0.35240173,0.29954147,0.44159317,0.48469543,0.2578125,0.1467247,0.48809433,0.58208466,0.30908203,0.17669678,0.47402954,0.41666412,0.5581417,0.6372528
56.0,16.0,0.4827586,0.6666666,0.0,0.5963745,0.42991257,0.31060028,0.52334595,0.39379883,0.13061523,0.43452644,0.4818802,0.42651367,0.17891312,0.40784836,0.41666412,0.4883728,0.47100067
56.0,17.0,0.54022986,0.5833333,0.0,0.49395752,0.3985176,0.5251503,0.56521606,0.2578125,0.11706543,0.35119057,0.58208466,0.39697266,0.16498184,0.41092682,0.41666412,0.59689903,0.47141647
56.0,18.0,0.4137931,0.8333333,0.0,0.5090332,0.53804016,0.49341583,0.6151352,0.28808594,0.15229034,0.5,0.57782745,0.36767578,0.18789291,0.45017624,0.6666641,0.47286987,0.67978287
56.0,19.0,0.29310346,0.75,0.0,0.2590332,0.39066696,0.44496918,0.5072479,0.3635254,0.116168976,0.44047737,0.513855,0.39697266,0.16859055,0.5036545,0.41666412,0.5426369,0.601902
